Model,Scenario,Region,Variable,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,World,Emissions|CO2,Mt CO2/yr,33061.58661,37547.0345,40094.78829,,41037.40834,,15744.37946,,6340.09325,,-523.1359454,,-8790.322801,,-10828.02957,,-12677.77643,,-13738.5994,,-14214.54114
MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,World,Emissions|CO2|AFOLU,Mt CO2/yr,6592.3125,6762.789551,6933.200195,,6108.45752,,-95.03123474,,-1401.104858,,-1961.372314,,-3460.861328,,-3760.239746,,-4414.660645,,-4400.996582,,-4162.063965
MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,26469.27411,30784.24495,33161.58809,,34928.95082,,15839.41069,,7741.198109,,1438.236369,,-5329.461473,,-7067.789825,,-8263.115781,,-9337.602823,,-10052.47717
MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,World,Emissions|CO2|Other,Mt CO2/yr,0,3.63798E-12,0,,0,,0,,1.36424E-12,,-4.54747E-13,,0,,-2.72848E-12,,-1.81899E-12,,0,,0
MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,World,Primary Energy|Biomass,EJ/yr,44.16068097,48.45190464,54.95672143,,64.8612229,,96.3889998,,112.6363195,,150.6602461,,180.7302378,,196.9172116,,207.2512692,,219.7043367,,230.2861954
MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,0,0,0,,0,,2.368655217,,14.83619255,,61.0913397,,130.6676683,,146.2007492,,156.4340326,,166.8506853,,174.74509
MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,0,0,0,,0,,0.16703232,,1.098844145,,2.564778615,,1.833593814,,0.790156708,,0.09054306,,0.077091721,,0.077001306
MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,World,Emissions|CO2,Mt CO2/yr,33061.58661,37547.0345,40094.78829,,41037.40834,,15792.07037,,6383.051697,,-491.8238606,,-8908.771074,,-10883.61454,,-12709.87916,,-13755.88954,,-14191.80204
MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,World,Emissions|CO2|AFOLU,Mt CO2/yr,6592.3125,6762.789551,6933.200195,,6108.45752,,-107.4049835,,-1367.132324,,-1952.416504,,-3469.312744,,-3762.464844,,-4420.196777,,-4406.004883,,-4161.853027
MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,26469.27411,30784.24495,33161.58809,,34928.95082,,15899.47536,,7750.184022,,1460.592643,,-5439.45833,,-7121.149696,,-8289.68238,,-9349.884654,,-10029.94902
MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,World,Emissions|CO2|Other,Mt CO2/yr,0,3.63798E-12,0,,0,,-1.8332E-12,,0,,2.27374E-13,,0,,9.09495E-13,,-1.81899E-12,,0,,0
MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,World,Primary Energy|Biomass,EJ/yr,44.16068097,48.45190464,54.95672143,,64.8612229,,98.63797467,,116.8399413,,154.1346777,,182.8635538,,198.3119133,,208.1369033,,220.2328127,,230.5998744
MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,0,0,0,,0,,2.679889615,,15.98986436,,62.91771887,,133.538305,,147.6530954,,157.1405878,,167.2327808,,174.9742205
MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,0,0,0,,0,,0.424018246,,2.120571363,,3.386569488,,2.40221716,,0.104601817,,0.090519323,,0.077079147,,0.076865596
MESSAGE-GLOBIOM 1.0,EMF33_Baseline,World,Emissions|CO2,Mt CO2/yr,33061.58661,37547.0345,40094.78829,,42402.25662,,46329.5761,,50331.04719,,56113.1388,,60991.20407,,64478.74749,,71328.8842,,80497.56994,,87321.95088
MESSAGE-GLOBIOM 1.0,EMF33_Baseline,World,Emissions|CO2|AFOLU,Mt CO2/yr,6592.3125,6762.789551,6933.200195,,6120.943359,,4917.851563,,4031.542236,,3107.339111,,1884.455811,,940.2432251,,203.9155884,,-407.6973572,,-830.7357178
MESSAGE-GLOBIOM 1.0,EMF33_Baseline,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,26469.27411,30784.24495,33161.58809,,36281.31327,,41411.72454,,46299.50496,,53005.79969,,59106.74826,,63538.50427,,71124.96861,,80905.2673,,88152.68659
MESSAGE-GLOBIOM 1.0,EMF33_Baseline,World,Emissions|CO2|Other,Mt CO2/yr,0,3.63798E-12,0,,0,,0,,7.27596E-12,,-7.27596E-12,,0,,7.27596E-12,,5.68434E-14,,0,,0
MESSAGE-GLOBIOM 1.0,EMF33_Baseline,World,Primary Energy|Biomass,EJ/yr,44.16068097,48.45190464,54.95672143,,62.69750561,,60.02358683,,56.13326838,,56.59526951,,59.32773757,,61.3590934,,58.86843593,,58.5120218,,64.59726646
MESSAGE-GLOBIOM 1.0,EMF33_Baseline,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGE-GLOBIOM 1.0,EMF33_Baseline,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_cost100,World,Emissions|CO2,Mt CO2/yr,33061.58661,37547.0345,40094.78829,,41037.40834,,33452.23989,,28824.37311,,20168.87508,,11717.75789,,4387.878995,,-818.408163,,-4669.84795,,-7358.381731
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_cost100,World,Emissions|CO2|AFOLU,Mt CO2/yr,6592.3125,6762.789551,6933.200195,,6108.45752,,645.8512573,,-926.1918335,,-1825.112183,,-3332.80127,,-4002.217041,,-4453.532227,,-4730.658691,,-4459.570313
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_cost100,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,26469.27411,30784.24495,33161.58809,,34928.95082,,32806.38863,,29750.56494,,21993.98726,,15050.55916,,8390.096036,,3635.124064,,60.81074152,,-2898.811418
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_cost100,World,Emissions|CO2|Other,Mt CO2/yr,0,3.63798E-12,0,,0,,0,,-7.27596E-12,,7.7307E-12,,0,,0,,0,,0,,0
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_cost100,World,Primary Energy|Biomass,EJ/yr,44.16068097,48.45190464,54.95672143,,64.8612229,,67.64000531,,73.0895093,,82.7467406,,100.3602324,,116.2852706,,143.636694,,171.1457652,,195.1209803
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_cost100,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,0,0,0,,0,,0.364383398,,2.899830381,,13.30566752,,40.93701608,,77.27358134,,107.2431444,,130.4157144,,149.9813536
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_cost100,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,0,0,0,,0,,0,,0,,1.350300569,,5.08429913,,4.78865627,,2.472690583,,2.45916221,,2.312346781
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_full,World,Emissions|CO2,Mt CO2/yr,33061.58661,37547.0345,40094.78829,,41037.40834,,33913.06839,,29235.44334,,19620.31904,,10512.50416,,4246.279284,,-852.720182,,-4621.536587,,-7191.202214
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_full,World,Emissions|CO2|AFOLU,Mt CO2/yr,6592.3125,6762.789551,6933.200195,,6108.45752,,786.6889648,,-829.4453125,,-1718.895508,,-3244.068604,,-3877.437988,,-4377.490723,,-4639.563965,,-4177.109863
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_full,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,26469.27411,30784.24495,33161.58809,,34928.95082,,33126.37942,,30064.88865,,21339.21455,,13756.57276,,8123.717272,,3524.770541,,18.02737736,,-3014.092351
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_full,World,Emissions|CO2|Other,Mt CO2/yr,0,3.63798E-12,0,,0,,0,,0,,0,,-5.45697E-12,,0,,0,,0,,0
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_full,World,Primary Energy|Biomass,EJ/yr,44.16068097,48.45190464,54.95672143,,64.8612229,,67.62089728,,73.53642816,,87.74761223,,103.8042573,,125.3265737,,149.4495474,,174.9961735,,200.9233745
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_full,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,0,0,0,,0,,1.350025276,,8.952903269,,36.54492387,,71.61446744,,93.87216322,,115.1483508,,135.0979077,,154.299456
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_full,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,0,0,0,,0,,0,,0.651008198,,4.971658965,,5.529080641,,3.186910982,,1.846284685,,2.677218836,,2.528900982
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_limbio,World,Emissions|CO2,Mt CO2/yr,33061.58661,37547.0345,40094.78829,,41037.40834,,31663.9319,,25827.50716,,15705.85152,,8126.249832,,3070.677851,,765.1920732,,-1055.001563,,-2268.134096
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_limbio,World,Emissions|CO2|AFOLU,Mt CO2/yr,6592.3125,6762.789551,6933.200195,,6108.45752,,591.8118286,,-930.8436279,,-1888.766846,,-3439.739502,,-4188.884277,,-4915.873535,,-5611.415039,,-5769.252441
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_limbio,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,26469.27411,30784.24495,33161.58809,,34928.95082,,31072.12007,,26758.35078,,17594.61836,,11565.98933,,7259.562129,,5681.065608,,4556.413476,,3501.118345
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_limbio,World,Emissions|CO2|Other,Mt CO2/yr,0,3.63798E-12,0,,0,,0,,0,,7.27596E-12,,-1.81899E-12,,-9.09495E-13,,0,,0,,0
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_limbio,World,Primary Energy|Biomass,EJ/yr,44.16068097,48.45190464,54.95672143,,64.8612229,,68.22213767,,74.0541479,,87.61798137,,101.2291643,,108.1040898,,102.7149218,,100.9057386,,100.0133394
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_limbio,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,0,0,0,,0,,1.77308615,,10.76585022,,38.954211,,70.66930452,,81.71954646,,78.53279624,,76.59955926,,76.07047619
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_limbio,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,0,0,0,,0,,0,,1.180098666,,4.126370699,,3.681302708,,1.537448599,,0.568140091,,0.56471967,,0.113237184
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_nobeccs,World,Emissions|CO2,Mt CO2/yr,33061.58661,37547.0345,40094.78829,,41037.40834,,28860.48083,,20784.87123,,13972.32515,,8903.454506,,5887.669416,,3571.053532,,1307.931936,,539.8150203
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_nobeccs,World,Emissions|CO2|AFOLU,Mt CO2/yr,6592.3125,6762.789551,6933.200195,,6108.45752,,433.2281799,,-1091.038452,,-2014.857056,,-3649.353271,,-4400.031738,,-5229.927246,,-5874.281738,,-5771.422363
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_nobeccs,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,26469.27411,30784.24495,33161.58809,,34928.95082,,28427.25265,,21875.90968,,15987.1822,,12552.80778,,10287.70115,,8800.980778,,7182.213674,,6311.237384
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_nobeccs,World,Emissions|CO2|Other,Mt CO2/yr,0,3.63798E-12,0,,0,,0,,4.54747E-13,,1.36424E-12,,3.63798E-12,,0,,9.09495E-13,,9.09495E-13,,0
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_nobeccs,World,Primary Energy|Biomass,EJ/yr,44.16068097,48.45190464,54.95672143,,64.8612229,,68.79515541,,74.52732924,,88.50610457,,101.2637567,,107.2019833,,125.3688572,,141.2663051,,157.4079896
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_nobeccs,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_nobeccs,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_nofuel,World,Emissions|CO2,Mt CO2/yr,33061.58661,37547.0345,40094.78829,,41037.40834,,33029.29695,,28260.00749,,18434.84599,,9758.652459,,3991.157977,,-383.2506778,,-3454.152009,,-5643.336196
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_nofuel,World,Emissions|CO2|AFOLU,Mt CO2/yr,6592.3125,6762.789551,6933.200195,,6108.45752,,638.5498657,,-923.2667236,,-1820.43396,,-3333.232422,,-3924.762695,,-4382.817871,,-4689.116699,,-4458.449219
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_nofuel,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,26469.27411,30784.24495,33161.58809,,34928.95082,,32390.74708,,29183.27421,,20255.27995,,13091.88488,,7915.920673,,3999.567193,,1234.96469,,-1184.886977
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_nofuel,World,Emissions|CO2|Other,Mt CO2/yr,0,3.63798E-12,0,,0,,-1.09139E-11,,-7.27596E-12,,-3.18323E-12,,-3.63798E-12,,0,,0,,0,,-9.09495E-13
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_nofuel,World,Primary Energy|Biomass,EJ/yr,44.16068097,48.45190464,54.95672143,,64.8612229,,68.2909803,,74.11177231,,88.22728892,,104.1527861,,122.2897249,,147.7522848,,172.921039,,196.1562376
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_nofuel,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,0,0,0,,0,,0.841885411,,6.208025759,,31.1544453,,61.25607715,,73.45406418,,89.5211714,,104.2408497,,115.2233906
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_nofuel,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,0,0,0,,0,,0.801398977,,4.947606692,,18.77971183,,30.96579147,,24.37275138,,19.19012066,,14.92246823,,18.46354757
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_none,World,Emissions|CO2,Mt CO2/yr,33061.58661,37547.0345,40094.78829,,41037.40834,,27335.55874,,18517.25538,,13137.92992,,8391.855969,,5966.895331,,4321.451495,,2711.104774,,2187.169132
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_none,World,Emissions|CO2|AFOLU,Mt CO2/yr,6592.3125,6762.789551,6933.200195,,6108.45752,,444.8944092,,-1119.274414,,-2059.983398,,-3715.640869,,-4542.866699,,-5396.90625,,-6021.309082,,-6140.394043
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_none,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,26469.27411,30784.24495,33161.58809,,34928.95082,,26890.66434,,19636.5298,,15197.91332,,12107.49684,,10509.76203,,9718.357745,,8732.413856,,8327.563175
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_none,World,Emissions|CO2|Other,Mt CO2/yr,0,3.63798E-12,0,,0,,3.63798E-12,,0,,0,,-1.81899E-12,,-2.72848E-12,,0,,-9.09495E-13,,0
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_none,World,Primary Energy|Biomass,EJ/yr,44.16068097,48.45190464,54.95672143,,64.8612229,,68.63158726,,72.49242449,,82.32061095,,90.80126777,,95.45218519,,89.84856465,,89.81703139,,93.63558838
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_none,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_none,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_cost100,World,Emissions|CO2,Mt CO2/yr,33061.58661,37547.0345,40094.78829,,41037.40834,,26850.37693,,17567.40717,,9561.657814,,432.854437,,-3781.374311,,-7459.901993,,-10137.53204,,-11379.19002
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_cost100,World,Emissions|CO2|AFOLU,Mt CO2/yr,6592.3125,6762.789551,6933.200195,,6108.45752,,381.3650513,,-1138.047974,,-2063.782715,,-3504.734375,,-3924.154053,,-4397.18457,,-4276.847656,,-4054.563721
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_cost100,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,26469.27411,30784.24495,33161.58809,,34928.95082,,26469.01188,,18705.45514,,11625.44053,,3937.588812,,142.7797421,,-3062.717423,,-5860.684384,,-7324.6263
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_cost100,World,Emissions|CO2|Other,Mt CO2/yr,0,3.63798E-12,0,,0,,5.68434E-14,,3.18323E-12,,3.63798E-12,,-4.54747E-13,,0,,0,,3.63798E-12,,1.81899E-12
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_cost100,World,Primary Energy|Biomass,EJ/yr,44.16068097,48.45190464,54.95672143,,64.8612229,,79.56055327,,87.73013946,,101.8630986,,135.0775562,,160.0530299,,184.2009296,,204.6273596,,220.9481322
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_cost100,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,0,0,0,,0,,1.233688484,,8.404095665,,39.756459,,93.29950403,,117.7056931,,139.0259589,,156.8008851,,168.0424518
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_cost100,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,0,0,0,,0,,0,,0,,2.125963085,,3.522222754,,1.246227798,,1.89778396,,1.959695306,,1.02187033
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_full,World,Emissions|CO2,Mt CO2/yr,33061.58661,37547.0345,40094.78829,,41037.40834,,27072.63604,,17501.37438,,9155.939154,,303.5461226,,-3814.777598,,-7375.327479,,-10049.47376,,-11300.33726
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_full,World,Emissions|CO2|AFOLU,Mt CO2/yr,6592.3125,6762.789551,6933.200195,,6108.45752,,383.1069641,,-1115.618042,,-1987.624878,,-3434.256592,,-3861.525879,,-4348.023926,,-4243.429688,,-4039.469482
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_full,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,26469.27411,30784.24495,33161.58809,,34928.95082,,26689.52908,,18616.99242,,11143.56403,,3737.802714,,46.74828112,,-3027.303553,,-5806.044074,,-7260.867774
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_full,World,Emissions|CO2|Other,Mt CO2/yr,0,3.63798E-12,0,,0,,3.63798E-12,,-3.18323E-12,,4.09273E-12,,-4.54747E-13,,0,,0,,-3.63798E-12,,3.63798E-12
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_full,World,Primary Energy|Biomass,EJ/yr,44.16068097,48.45190464,54.95672143,,64.8612229,,79.56055327,,88.91112257,,106.8595883,,138.601675,,162.914257,,186.751694,,206.074588,,221.5038389
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_full,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,0,0,0,,0,,2.042704631,,11.86684745,,48.13476688,,99.74446335,,121.9132456,,141.3144363,,157.8467382,,168.6181144
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_full,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,0,0,0,,0,,0.013977875,,0.233998315,,1.958074681,,1.945281858,,1.241370378,,1.95489425,,2.237689536,,0.994181554
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_limbio,World,Emissions|CO2,Mt CO2/yr,33061.58661,37547.0345,40094.78829,,41037.40834,,22663.63601,,12667.23304,,5598.981531,,-1001.033258,,-3142.838178,,-4806.228536,,-5679.073041,,-5570.181399
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_limbio,World,Emissions|CO2|AFOLU,Mt CO2/yr,6592.3125,6762.789551,6933.200195,,6108.45752,,54.24324036,,-1366.956299,,-2302.110596,,-3953.217041,,-4772.621094,,-5668.575195,,-6255.825684,,-6281.533691
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_limbio,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,26469.27411,30784.24495,33161.58809,,34928.95082,,22609.39277,,14034.18934,,7901.092127,,2952.183783,,1629.782916,,862.3466597,,576.7526426,,711.3522921
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_limbio,World,Emissions|CO2|Other,Mt CO2/yr,0,3.63798E-12,0,,0,,3.63798E-12,,5.45697E-12,,0,,0,,9.09495E-13,,0,,0,,0
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_limbio,World,Primary Energy|Biomass,EJ/yr,44.16068097,48.45190464,54.95672143,,64.8612229,,75.318353,,85.07376104,,99.93908927,,113.1017854,,108.9964883,,102.7149222,,100.0133389,,100.0133392
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_limbio,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,0,0,0,,0,,2.165136885,,11.95970621,,47.16582011,,81.22065284,,81.05375445,,78.38402616,,75.73952282,,75.73578839
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_limbio,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,0,0,0,,0,,0,,0.111643766,,0.791196976,,0.6894602,,0.601918788,,0.530270639,,0.067005984,,0.066997538
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_nofuel,World,Emissions|CO2,Mt CO2/yr,33061.58661,37547.0345,40094.78829,,41037.40834,,26202.24935,,16686.46598,,8785.013058,,527.116698,,-3044.924463,,-6025.531798,,-8144.238743,,-9150.676298
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_nofuel,World,Emissions|CO2|AFOLU,Mt CO2/yr,6592.3125,6762.789551,6933.200195,,6108.45752,,381.0691223,,-1117.05957,,-2023.897339,,-3460.891113,,-3888.537109,,-4391.883301,,-4365.314941,,-4085.929932
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_nofuel,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,26469.27411,30784.24495,33161.58809,,34928.95082,,25821.18023,,17803.52555,,10808.9104,,3988.007811,,843.6126463,,-1633.648497,,-3778.923802,,-5064.746367
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_nofuel,World,Emissions|CO2|Other,Mt CO2/yr,0,3.63798E-12,0,,0,,-3.63798E-12,,0,,2.27374E-12,,0,,0,,0,,0,,-9.09495E-13
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_nofuel,World,Primary Energy|Biomass,EJ/yr,44.16068097,48.45190464,54.95672143,,64.8612229,,79.56055327,,88.91112257,,104.5711182,,137.0562819,,161.2995092,,183.5737303,,204.9472171,,221.3496526
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_nofuel,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,0,0,0,,0,,1.55566577,,9.964038141,,41.3817215,,81.94627345,,97.32159545,,109.6743339,,120.2084867,,129.8220537
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_nofuel,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,0,0,0,,0,,0.533250026,,3.82410137,,12.88349848,,25.28359717,,21.50585024,,20.05524908,,25.11188458,,27.55496802
MESSAGE-GLOBIOM 1.0,EMF33_tax_hi_full,World,Emissions|CO2,Mt CO2/yr,33061.58661,37547.0345,40094.78829,,42402.25662,,30555.44192,,23757.8827,,13372.196,,5583.297784,,-502.6014512,,-4511.695579,,-7721.344205,,-9683.27296
MESSAGE-GLOBIOM 1.0,EMF33_tax_hi_full,World,Emissions|CO2|AFOLU,Mt CO2/yr,6592.3125,6762.789551,6933.200195,,6120.943359,,426.4595032,,-1021.699829,,-1945.917603,,-3352.654297,,-3794.370117,,-4267.456543,,-4307.27832,,-3936.591064
MESSAGE-GLOBIOM 1.0,EMF33_tax_hi_full,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,26469.27411,30784.24495,33161.58809,,36281.31327,,30128.98242,,24779.58253,,15318.1136,,8935.952081,,3291.768666,,-244.2390358,,-3414.065885,,-5746.681895
MESSAGE-GLOBIOM 1.0,EMF33_tax_hi_full,World,Emissions|CO2|Other,Mt CO2/yr,0,3.63798E-12,0,,0,,-7.27596E-12,,3.18323E-12,,3.18323E-12,,0,,0,,0,,0,,9.09495E-13
MESSAGE-GLOBIOM 1.0,EMF33_tax_hi_full,World,Primary Energy|Biomass,EJ/yr,44.16068097,48.45190464,54.95672143,,62.69750561,,72.82613667,,78.39723661,,93.89177265,,118.3693616,,145.6596565,,170.2698356,,195.6484465,,215.1096764
MESSAGE-GLOBIOM 1.0,EMF33_tax_hi_full,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,0,0,0,,0,,1.874755792,,11.15290458,,43.62574856,,84.6973141,,111.3522257,,131.9741126,,150.5569836,,164.3539612
MESSAGE-GLOBIOM 1.0,EMF33_tax_hi_full,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,0,0,0,,0,,0,,0.361495437,,4.674495755,,5.525768332,,1.46720571,,2.37093553,,2.637510031,,1.428259614
MESSAGE-GLOBIOM 1.0,EMF33_tax_hi_none,World,Emissions|CO2,Mt CO2/yr,33061.58661,37547.0345,40094.78829,,42402.25662,,31037.20995,,24959.9944,,17009.66351,,11801.52759,,8272.191081,,6258.495672,,4672.761882,,3748.976139
MESSAGE-GLOBIOM 1.0,EMF33_tax_hi_none,World,Emissions|CO2|AFOLU,Mt CO2/yr,6592.3125,6762.789551,6933.200195,,6120.943359,,480.7848206,,-1033.123779,,-1972.294434,,-3560.224609,,-4320.399902,,-5077.440918,,-5618.137695,,-5726.507813
MESSAGE-GLOBIOM 1.0,EMF33_tax_hi_none,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,26469.27411,30784.24495,33161.58809,,36281.31327,,30556.42513,,25993.11818,,18981.95795,,15361.7522,,12592.59098,,11335.93659,,10290.89958,,9475.483951
MESSAGE-GLOBIOM 1.0,EMF33_tax_hi_none,World,Emissions|CO2|Other,Mt CO2/yr,0,3.63798E-12,0,,0,,-3.63798E-12,,-3.63798E-12,,0,,0,,0,,3.63798E-12,,9.09495E-13,,0
MESSAGE-GLOBIOM 1.0,EMF33_tax_hi_none,World,Primary Energy|Biomass,EJ/yr,44.16068097,48.45190464,54.95672143,,62.69750561,,66.18361816,,69.02393744,,79.58695402,,88.94593157,,90.68653107,,93.45365857,,101.1050982,,104.5938982
MESSAGE-GLOBIOM 1.0,EMF33_tax_hi_none,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,0,0,0,,0,,0.002245995,,0,,0,,0,,0,,0,,0,,0
MESSAGE-GLOBIOM 1.0,EMF33_tax_hi_none,World,Primary Energy|Biomass|Electricity|w/ CCS,EJ/yr,0,0,0,,0,,0.002139112,,0,,0,,0,,0,,0,,0,,0
