Model,Scenario,Region,Variable,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
AIM/CGE 2.0,SFCM_SSP2_combined_1p5Degree,World,Temperature|Global Mean,°C,,0.917,0.9855,0,1.2344,0,1.4387,0,1.4919,0,1.476,0,1.4334,0,1.391,0,1.3493,0,1.311,0,1.2711
AIM/CGE 2.0,SFCM_SSP2_combined_1p5Degree,World,Emissions|CO2|Industrial Processes,Mt CO2/yr,,1774.0955,1941.1693,1870.895,1864.2772,1547.9221,1427.6724,1444.1532,1446.025,1457.6953,1459.6667,1447.0516,1422.0452,1410.9457,1376.2264,1370.1242,1370.4229,1371.1465,1370.4726,1371.8021,1373.1476
AIM/CGE 2.0,SFCM_SSP2_combined_2Degree,World,Emissions|CO2,Mt CO2/yr,,34690.406,36982.1008,36691.9282,36801.8818,33151.7331,29200.791,24741.8702,21935.4094,20612.5333,18167.2572,15819.3456,13885.8818,12540.2625,11030.6032,10465.4519,9749.1497,9122.0459,8475.3575,8211.5338,7874.6226
AIM/CGE 2.0,SFCM_SSP2_combined_2Degree,World,Emissions|CO2|AFOLU,Mt CO2/yr,,4777.8507,5622.1932,4697.7606,4134.8611,2341.8288,1566.3272,782.8581,997.0417,1660.7287,1352.6515,1089.6447,142.7897,-564.1471,-787.9772,-755.4349,-1012.469,-1204.3919,-1395.7196,-1286.6034,-1308.0011
AIM/CGE 2.0,SFCM_SSP2_combined_2Degree,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29818.8701,31262.4522,31917.2183,32602.3811,30762.6861,27595.4469,23924.294,20907.2984,18920.5066,16782.0969,14696.3394,13709.5496,13071.8837,11788.8702,11191.7336,10732.6132,10297.4781,9842.2107,9469.1342,9153.3051
AIM/CGE 2.0,SFCM_SSP2_combined_2Degree,World,Emissions|CO2|Other,Mt CO2/yr,,93.6853,97.4554,76.9493,64.6397,47.2183,39.0169,34.7181,31.0694,31.2981,32.5089,33.3615,33.5425,32.5259,29.7102,29.1533,29.0056,28.9596,28.8664,29.003,29.3186
AIM/CGE 2.0,SFCM_SSP2_combined_2Degree,World,Primary Energy|Biomass,EJ/yr,,46.1461,46.4103,46.6873,47.2803,47.9328,49.7933,56.6113,81.2291,93.4244,96.7003,99.5293,105.3342,115.5817,122.9361,126.3543,128.4852,129.839,130.6246,130.3974,129.1964
AIM/CGE 2.0,SFCM_SSP2_combined_2Degree,World,Temperature|Global Mean,°C,,0.917,0.9855,0,1.2337,0,1.4397,0,1.5759,0,1.6425,0,1.6825,0,1.7127,0,1.7254,0,1.7291,0,1.7239
AIM/CGE 2.0,SFCM_SSP2_combined_2Degree,World,Emissions|CO2|Industrial Processes,Mt CO2/yr,,1774.0955,1941.1693,1870.895,1864.2772,1753.6073,1703.9085,1680.8302,1650.1372,1671.1695,1698.1572,1715.567,1720.3503,1704.7758,1658.8151,1646.4795,1640.354,1634.3509,1627.498,1627.682,1630.9821
AIM/CGE 2.0,SFCM_SSP2_combined_Baseline,World,Emissions|CO2,Mt CO2/yr,,34690.406,37037.3399,38834.2688,40799.3374,42251.271,42781.7947,43513.6194,43934.8009,44202.7162,43949.2454,44514.0764,44509.1867,44255.4732,43690.0718,43113.4558,42510.1001,41839.1451,41096.8099,40410.7997,39707.1606
AIM/CGE 2.0,SFCM_SSP2_combined_Baseline,World,Emissions|CO2|AFOLU,Mt CO2/yr,,4777.8507,5624.6336,5680.429,5653.038,5371.5846,4527.9523,3986.3391,3560.2009,3225.5421,2678.6626,2965.8415,2624.8321,2308.9987,2029.5972,1746.8391,1457.0428,1218.3521,971.2306,752.7679,516.6308
AIM/CGE 2.0,SFCM_SSP2_combined_Baseline,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29818.8701,31315.2522,33051.3423,35038.5199,36766.9613,38136.6621,39406.2363,40249.98,40849.1468,41139.4065,41414.0085,41747.0596,41806.1667,41517.2391,41220.604,40904.3972,40469.5923,39971.9027,39501.9458,39032.1188
AIM/CGE 2.0,SFCM_SSP2_combined_Baseline,World,Emissions|CO2|Other,Mt CO2/yr,,93.6853,97.4542,102.4975,107.7794,112.7251,117.1803,121.0439,124.62,128.0273,131.1764,134.2264,137.295,140.3078,143.2356,146.0127,148.6602,151.2007,153.6766,156.086,158.411
AIM/CGE 2.0,SFCM_SSP2_combined_Baseline,World,Primary Energy|Biomass,EJ/yr,,46.1461,46.4139,46.7276,47.3363,47.8672,48.3202,48.76,49.5428,51.168,53.2078,55.2769,57.4249,59.6296,61.9714,64.3264,66.1394,66.6902,67.1432,67.2346,66.8945
AIM/CGE 2.0,SFCM_SSP2_combined_Baseline,World,Temperature|Global Mean,°C,,0.917,0.9849,0,1.2461,0,1.5192,0,1.8135,0,2.1063,0,2.3812,0,2.6589,0,2.9284,0,3.1826,0,3.4124
AIM/CGE 2.0,SFCM_SSP2_combined_Baseline,World,Emissions|CO2|Industrial Processes,Mt CO2/yr,,1774.0955,1941.1669,2109.5262,2285.2397,2429.3106,2537.8353,2620.3729,2686.4652,2739.0041,2776.788,2808.4365,2837.4128,2863.3119,2886.0605,2904.2279,2920.3885,2933.6862,2946.0643,2961.7208,2976.6571
AIM/CGE 2.0,SSP1-19,World,Emissions|CO2,Mt CO2/yr,,34373.9345,35782.6485,,37233.8898,,19057.4933,,8229.32,,1794.6177,,-2181.1692,,-3757.0794,,-4338.2188,,-4390.4928,,-4474.8741
AIM/CGE 2.0,SSP1-19,World,Emissions|CO2|AFOLU,Mt CO2/yr,,4777.8507,4625.5613,,3613.8067,,-75.6161,,-2706.2535,,-3779.02,,-4125.5145,,-4271.9781,,-4135.6041,,-3898.8615,,-3613.8283
AIM/CGE 2.0,SSP1-19,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29596.0838,31157.0872,,33620.0831,,19133.1094,,10935.5735,,5573.6377,,1944.3453,,514.8987,,-202.6147,,-491.6313,,-861.0458
AIM/CGE 2.0,SSP1-19,World,Primary Energy|Biomass,EJ/yr,,46.1461,44.9428,,42.4671,,44.7364,,60.5955,,67.074,,79.3227,,85.4406,,86.0107,,86.6641,,86.7606
AIM/CGE 2.0,SSP1-19,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0,,0.1145,,7.7411,,23.0535,,37.7045,,45.9766,,49.4926,,52.5402,,54.7096
AIM/CGE 2.0,SSP1-26,World,Emissions|CO2,Mt CO2/yr,,34373.9345,35781.8143,,37181.3385,,29790.5086,,19431.3522,,13678.9516,,8677.2115,,4100.1163,,2083.2195,,626.9675,,17.7377
AIM/CGE 2.0,SSP1-26,World,Emissions|CO2|AFOLU,Mt CO2/yr,,4777.8507,4625.0331,,3612.558,,588.4322,,-1085.1621,,-1747.609,,-1929.1854,,-2175.8975,,-2782.5674,,-2840.6849,,-2864.8846
AIM/CGE 2.0,SSP1-26,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29596.0838,31156.7812,,33568.7805,,29202.0764,,20516.5143,,15426.5607,,10606.397,,6276.0138,,4865.7869,,3467.6523,,2882.6223
AIM/CGE 2.0,SSP1-26,World,Primary Energy|Biomass,EJ/yr,,46.1461,44.9429,,42.4646,,40.9882,,50.6973,,62.8509,,73.5155,,70.8521,,73.2315,,76.8439,,77.9287
AIM/CGE 2.0,SSP1-26,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0,,0,,0.2581,,5.4789,,17.9235,,33.4278,,38.5369,,44.0674,,47.065
AIM/CGE 2.0,SSP1-26,World,Carbon Sequestration|Land Use|Afforestation,Mt CO2/yr,,-1748.9335,-1657.5703,,-1648.1504,,-2254.9616,,-3381.3179,,-3963.4534,,-3461.0165,,-3380.4623,,-3754.4006,,-3604.876,,-3462.2778
AIM/CGE 2.0,SSP1-34,World,Emissions|CO2,Mt CO2/yr,,34373.9345,35781.8143,,37181.3385,,35201.7856,,31274.9355,,26476.0442,,21505.6237,,16631.638,,13486.9545,,10882.1926,,9037.7818
AIM/CGE 2.0,SSP1-34,World,Emissions|CO2|AFOLU,Mt CO2/yr,,4777.8507,4625.0331,,3612.558,,1685.8128,,363.7737,,-581.6399,,-935.9388,,-1360.6218,,-1612.4798,,-1787.4348,,-1917.7525
AIM/CGE 2.0,SSP1-34,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29596.0838,31156.7812,,33568.7805,,33515.9728,,30911.1618,,27057.6841,,22441.5625,,17992.2598,,15099.4343,,12669.6274,,10955.5343
AIM/CGE 2.0,SSP1-34,World,Primary Energy|Biomass,EJ/yr,,46.1461,44.9429,,42.4646,,40.3118,,44.7252,,54.3204,,68.5231,,78.9044,,81.646,,85.036,,87.855
AIM/CGE 2.0,SSP1-34,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0,,0,,0,,0,,0,,0,,4.0036,,8.8202,,12.4068
AIM/CGE 2.0,SSP1-34,World,Carbon Sequestration|Land Use|Afforestation,Mt CO2/yr,,-1748.9335,-1657.5703,,-1648.1504,,-2193.4959,,-2543.8132,,-2774.3922,,-2725.2384,,-2702.81,,-2683.7607,,-2632.0259,,-2573.2942
AIM/CGE 2.0,SSP1-45,World,Emissions|CO2,Mt CO2/yr,,34373.9345,35781.8143,,36588.6317,,39458.9021,,38448.0802,,35030.0766,,31929.8911,,28427.0386,,24790.1548,,21544.6626,,18738.1346
AIM/CGE 2.0,SSP1-45,World,Emissions|CO2|AFOLU,Mt CO2/yr,,4777.8507,4625.0331,,3567.9254,,3738.4057,,1792.4448,,335.6484,,-56.7064,,-615.2245,,-1051.0106,,-1445.0667,,-1788.3156
AIM/CGE 2.0,SSP1-45,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29596.0838,31156.7812,,33020.7062,,35720.4964,,36655.6353,,34694.4281,,31986.5976,,29042.2631,,25841.1654,,22989.7294,,20526.4502
AIM/CGE 2.0,SSP1-45,World,Primary Energy|Biomass,EJ/yr,,46.1461,44.9429,,42.589,,40.2542,,43.7006,,50.6613,,60.2048,,67.495,,70.8597,,73.936,,76.3293
AIM/CGE 2.0,SSP1-45,World,Carbon Sequestration|Land Use|Afforestation,Mt CO2/yr,,-1748.9335,-1657.5703,,-1649.9561,,-2338.4694,,-2545.96,,-2509.0793,,-2256.7707,,-2130.0417,,-2223.8832,,-2355.8974,,-2486.3092
AIM/CGE 2.0,SSP1-Baseline,World,Emissions|CO2,Mt CO2/yr,,34373.9345,35888.7492,,39130.3344,,41871.1824,,42112.8088,,40191.8627,,38831.6152,,35935.1202,,33466.2921,,31602.9096,,29879.8054
AIM/CGE 2.0,SSP1-Baseline,World,Emissions|CO2|AFOLU,Mt CO2/yr,,4777.8507,4630.6506,,3923.8384,,2930.4692,,1981.4115,,959.1621,,959.7507,,353.3714,,-146.9201,,-413.2458,,-724.152
AIM/CGE 2.0,SSP1-Baseline,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29596.0838,31258.0986,,35206.4959,,38940.7132,,40131.3974,,39232.7005,,37871.8645,,35581.7488,,33613.2121,,32016.1553,,30603.9574
AIM/CGE 2.0,SSP1-Baseline,World,Primary Energy|Biomass,EJ/yr,,46.1461,44.9441,,42.4193,,40.3936,,40.0739,,45.3696,,52.6062,,61.2608,,70.2021,,71.7243,,71.7565
AIM/CGE 2.0,SSP1-Baseline,World,Carbon Sequestration|Land Use|Afforestation,Mt CO2/yr,,-1748.9335,-1657.6039,,-1643.4766,,-1914.1114,,-2144.5651,,-2268.9239,,-2050.5423,,-1819.1283,,-1633.8045,,-1546.5326,,-1605.7374
AIM/CGE 2.0,SSP2-19,World,Emissions|CO2,Mt CO2/yr,,34373.9345,38205.4102,,43338.0757,,20138.5523,,8223.192,,399.2375,,-4896.1064,,-7038.6183,,-7989.1827,,-8407.2675,,-8986.8596
AIM/CGE 2.0,SSP2-19,World,Emissions|CO2|AFOLU,Mt CO2/yr,,4777.8507,5867.0601,,5488.9085,,1523.7652,,-762.7038,,-2835.7286,,-3525.8193,,-3107.4827,,-2798.7857,,-2252.401,,-1978.6409
AIM/CGE 2.0,SSP2-19,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29596.0838,32338.3501,,37849.1672,,18614.7871,,8985.8959,,3234.9661,,-1370.2871,,-3931.1356,,-5190.3969,,-6154.8666,,-7008.2187
AIM/CGE 2.0,SSP2-19,World,Primary Energy|Biomass,EJ/yr,,46.1461,46.5531,,48.0332,,61.5641,,106.6007,,130.6684,,168.7569,,195.9991,,208.6791,,219.1762,,229.5376
AIM/CGE 2.0,SSP2-19,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0,,1.9849,,31.4202,,75.9473,,115.2282,,144.5779,,158.1026,,169.501,,180.8821
AIM/CGE 2.0,SSP2-26,World,Emissions|CO2,Mt CO2/yr,,34373.9345,38251.8756,,43231.2477,,30427.131,,18764.6773,,10587.9102,,6520.8678,,1006.8895,,-1581.8267,,-3653.4777,,-4841.6014
AIM/CGE 2.0,SSP2-26,World,Emissions|CO2|AFOLU,Mt CO2/yr,,4777.8507,5877.7145,,5489.3616,,2833.9132,,401.1396,,-1200.5152,,-1219.3681,,-1604.4795,,-1854.7973,,-1901.2144,,-1731.5383
AIM/CGE 2.0,SSP2-26,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29596.0838,32374.1611,,37741.8861,,27593.2178,,18363.5377,,11788.4253,,7740.2359,,2611.3691,,272.9706,,-1752.2633,,-3110.0631
AIM/CGE 2.0,SSP2-26,World,Primary Energy|Biomass,EJ/yr,,46.1461,46.5534,,48.0374,,52.8653,,81.5738,,103.7919,,129.2157,,164.3723,,182.8912,,199.2876,,212.7907
AIM/CGE 2.0,SSP2-26,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0,,0.2903,,14.3157,,45.5506,,78.2337,,112.6503,,131.9781,,149.5452,,164.4938
AIM/CGE 2.0,SSP2-26,World,Carbon Sequestration|Land Use|Afforestation,Mt CO2/yr,,-1748.9335,-1729.3689,,-1788.894,,-2237.9632,,-2987.2236,,-4100.7902,,-4222.8268,,-3848.593,,-3906.9133,,-3702.2137,,-3451.8888
AIM/CGE 2.0,SSP2-34,World,Emissions|CO2,Mt CO2/yr,,34373.9345,38251.8756,,43231.2477,,38732.6422,,31243.5853,,23706.9432,,17488.1653,,12730.6701,,9444.6482,,6695.9765,,4235.4263
AIM/CGE 2.0,SSP2-34,World,Emissions|CO2|AFOLU,Mt CO2/yr,,4777.8507,5877.7145,,5489.3616,,3624.7948,,1706.6907,,346.1907,,731.8294,,-127.9935,,-429.7764,,-913.3877,,-1030.7218
AIM/CGE 2.0,SSP2-34,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29596.0838,32374.1611,,37741.8861,,35107.8474,,29536.8946,,23360.7525,,16756.3359,,12858.6637,,9874.4246,,7609.3642,,5266.1481
AIM/CGE 2.0,SSP2-34,World,Primary Energy|Biomass,EJ/yr,,46.1461,46.5534,,48.0374,,50.832,,69.0175,,100.578,,130.349,,141.0655,,147.8606,,162.952,,179.7726
AIM/CGE 2.0,SSP2-34,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0,,0,,0.7807,,12.8864,,42.1222,,73.4774,,96.518,,112.4414,,130.8716
AIM/CGE 2.0,SSP2-34,World,Carbon Sequestration|Land Use|Afforestation,Mt CO2/yr,,-1748.9335,-1729.3689,,-1788.894,,-2194.7866,,-2697.2679,,-3321.2287,,-3325.8393,,-3146.1151,,-3115.3415,,-3064.2656,,-2944.8324
AIM/CGE 2.0,SSP2-45,World,Emissions|CO2,Mt CO2/yr,,34373.9345,38251.8756,,43231.2477,,45326.045,,46284.6307,,40648.4131,,34091.0016,,26860.5574,,20288.1128,,15250.1644,,11665.6413
AIM/CGE 2.0,SSP2-45,World,Emissions|CO2|AFOLU,Mt CO2/yr,,4777.8507,5877.7145,,5489.3616,,4377.1918,,3643.2852,,1446.1403,,1077.4533,,499.6255,,394.1356,,-191.2572,,-531.8383
AIM/CGE 2.0,SSP2-45,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29596.0838,32374.1611,,37741.8861,,40948.8531,,42641.3455,,39202.2727,,33013.5483,,26360.9319,,19893.9772,,15441.4216,,12197.4795
AIM/CGE 2.0,SSP2-45,World,Primary Energy|Biomass,EJ/yr,,46.1461,46.5534,,48.0374,,49.9977,,60.9039,,86.3168,,118.6493,,148.0013,,169.1568,,181.5977,,185.8113
AIM/CGE 2.0,SSP2-45,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0,,0,,0,,0,,0,,14.7067,,41.354,,66.5328,,90.4851
AIM/CGE 2.0,SSP2-45,World,Carbon Sequestration|Land Use|Afforestation,Mt CO2/yr,,-1748.9335,-1729.3689,,-1788.894,,-2186.3844,,-2588.6175,,-2918.5026,,-2932.1332,,-2921.7442,,-2804.3888,,-2650.5396,,-2603.3168
AIM/CGE 2.0,SSP2-60,World,Emissions|CO2,Mt CO2/yr,,34373.9345,38251.8756,,43231.2477,,46638.5759,,49209.8202,,48555.5666,,47599.9378,,46567.084,,45942.1819,,45500.1123,,44938.1895
AIM/CGE 2.0,SSP2-60,World,Emissions|CO2|AFOLU,Mt CO2/yr,,4777.8507,5877.7145,,5489.3616,,4545.8949,,4067.6422,,3015.1836,,3143.4583,,2146.4829,,1534.3539,,1072.2374,,458.7203
AIM/CGE 2.0,SSP2-60,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29596.0838,32374.1611,,37741.8861,,42092.681,,45142.1781,,45540.383,,44456.4795,,44420.6012,,44407.8281,,44427.8749,,44479.4692
AIM/CGE 2.0,SSP2-60,World,Primary Energy|Biomass,EJ/yr,,46.1461,46.5534,,48.0374,,49.891,,59.0745,,80.7293,,105.0655,,128.0938,,142.0782,,155.6534,,169.1275
AIM/CGE 2.0,SSP2-60,World,Carbon Sequestration|Land Use|Afforestation,Mt CO2/yr,,-1748.9335,-1729.3689,,-1788.894,,-2186.3548,,-2585.3376,,-2889.7215,,-2712.9734,,-2506.4541,,-2331.8515,,-2237.5504,,-2175.3023
AIM/CGE 2.0,SSP2-Baseline,World,Emissions|CO2,Mt CO2/yr,,34373.9345,38375.5406,,45793.0093,,51711.3298,,56688.0692,,59806.5338,,61833.7993,,63678.8315,,65639.5608,,68313.5797,,70711.7835
AIM/CGE 2.0,SSP2-Baseline,World,Emissions|CO2|AFOLU,Mt CO2/yr,,4777.8507,5880.7522,,5938.1652,,4766.3478,,3759.3697,,2867.1018,,2839.2665,,2287.4074,,1737.9766,,1272.1727,,809.223
AIM/CGE 2.0,SSP2-Baseline,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29596.0838,32494.7885,,39854.8441,,46944.982,,52928.6996,,56939.432,,58994.5328,,61391.4241,,63901.5843,,67041.407,,69902.5605
AIM/CGE 2.0,SSP2-Baseline,World,Primary Energy|Biomass,EJ/yr,,46.1461,46.5546,,47.9067,,49.6368,,52.0094,,56.9478,,63.5256,,71.8492,,80.7156,,86.1915,,92.1007
AIM/CGE 2.0,SSP2-Baseline,World,Carbon Sequestration|Land Use|Afforestation,Mt CO2/yr,,-1748.9335,-1729.4019,,-1789.6571,,-2182.8631,,-2589.9315,,-2941.1426,,-2840.8433,,-2675.0565,,-2493.2615,,-2350.9374,,-2254.2451
AIM/CGE 2.0,SSP3-34,World,Emissions|CO2,Mt CO2/yr,,34373.9345,39398.6156,,46637.7362,,48292.1814,,32552.8463,,22930.8952,,16754.0393,,9494.7046,,3925.1845,,-713.415,,-3861.9427
AIM/CGE 2.0,SSP3-34,World,Emissions|CO2|AFOLU,Mt CO2/yr,,4777.8507,6918.5802,,7144.4791,,5614.8024,,3225.6752,,1759.1508,,2258.2947,,1204.3907,,356.3133,,-316.9207,,-514.6978
AIM/CGE 2.0,SSP3-34,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29596.0838,32480.0354,,39493.2571,,42677.379,,29327.171,,21171.7443,,14495.7446,,8290.314,,3568.8712,,-396.4943,,-3347.2449
AIM/CGE 2.0,SSP3-34,World,Primary Energy|Biomass,EJ/yr,,46.1461,49.3797,,58.0708,,69.4228,,95.1793,,138.0139,,176.3712,,232.5145,,275.8442,,314.5093,,346.7091
AIM/CGE 2.0,SSP3-34,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0,,0,,4.5959,,33.8539,,73.0415,,115.1167,,146.139,,173.1991,,194.2879
AIM/CGE 2.0,SSP3-34,World,Carbon Sequestration|Land Use|Afforestation,Mt CO2/yr,,-1748.9335,-1728.0643,,-1735.0374,,-2089.45,,-2618.5269,,-3170.5267,,-3103.2759,,-2912.1873,,-2840.1839,,-2809.6593,,-2750.2869
AIM/CGE 2.0,SSP3-45,World,Emissions|CO2,Mt CO2/yr,,34373.9345,39398.6156,,46637.7362,,50589.1408,,43026.2257,,36561.864,,25470.3683,,19713.8652,,15958.9277,,11400.0285,,6401.8363
AIM/CGE 2.0,SSP3-45,World,Emissions|CO2|AFOLU,Mt CO2/yr,,4777.8507,6918.5802,,7144.4791,,5751.5228,,3703.2822,,3108.2344,,2573.6711,,2485.4814,,1629.9337,,657.1199,,141.7632
AIM/CGE 2.0,SSP3-45,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29596.0838,32480.0354,,39493.2571,,44837.6179,,39322.9436,,33453.6297,,22896.6971,,17228.3839,,14328.9941,,10742.9086,,6260.0731
AIM/CGE 2.0,SSP3-45,World,Primary Energy|Biomass,EJ/yr,,46.1461,49.3797,,58.0708,,68.2571,,84.6279,,119.1789,,169.6471,,195.5032,,228.6249,,266.5664,,310.0256
AIM/CGE 2.0,SSP3-45,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0,,0,,0,,3.4843,,38.7147,,83.3857,,105.205,,131.3735,,161.7107
AIM/CGE 2.0,SSP3-45,World,Carbon Sequestration|Land Use|Afforestation,Mt CO2/yr,,-1748.9335,-1728.0643,,-1735.0374,,-2084.8678,,-2513.4397,,-2956.9754,,-2870.9956,,-2762.3119,,-2662.8729,,-2569.3329,,-2520.8958
AIM/CGE 2.0,SSP3-60,World,Emissions|CO2,Mt CO2/yr,,34373.9345,39398.6156,,46637.7362,,50805.2677,,48074.4698,,46888.1122,,48048.4358,,43526.6772,,37554.1954,,33712.1909,,31248.2021
AIM/CGE 2.0,SSP3-60,World,Emissions|CO2|AFOLU,Mt CO2/yr,,4777.8507,6918.5802,,7144.4791,,5767.2581,,4174.1568,,3717.6189,,4365.639,,3685.9507,,2510.6823,,2386.4662,,2631.0433
AIM/CGE 2.0,SSP3-60,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29596.0838,32480.0354,,39493.2571,,45038.0096,,43900.313,,43170.4932,,43682.7968,,39840.7265,,35043.5131,,31325.7247,,28617.1588
AIM/CGE 2.0,SSP3-60,World,Primary Energy|Biomass,EJ/yr,,46.1461,49.3797,,58.0708,,68.1764,,83.0651,,111.8836,,143.5867,,180.0759,,208.2114,,234.3081,,269.1727
AIM/CGE 2.0,SSP3-60,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0,,0,,0,,0,,0,,0,,5.1653,,23.3383,,48.1233
AIM/CGE 2.0,SSP3-60,World,Carbon Sequestration|Land Use|Afforestation,Mt CO2/yr,,-1748.9335,-1728.0643,,-1735.0374,,-2084.7636,,-2499.44,,-2885.6866,,-2756.4217,,-2558.7929,,-2412.0148,,-2313.2265,,-2203.8306
AIM/CGE 2.0,SSP3-Baseline,World,Emissions|CO2,Mt CO2/yr,,34373.9345,39560.7523,,48502.7069,,55000.8865,,59877.3054,,64001.363,,67962.2952,,71792.6657,,75571.4584,,80137.1834,,85214.9655
AIM/CGE 2.0,SSP3-Baseline,World,Emissions|CO2|AFOLU,Mt CO2/yr,,4777.8507,6923.0062,,7414.4496,,5841.9712,,4637.8574,,3794.8895,,3739.5896,,3312.0178,,2843.3053,,2564.9364,,2656.1211
AIM/CGE 2.0,SSP3-Baseline,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29596.0838,32637.7461,,41088.2572,,49158.9153,,55239.4479,,60206.4735,,64222.7057,,68480.6479,,72728.1532,,77572.247,,82558.8444
AIM/CGE 2.0,SSP3-Baseline,World,Primary Energy|Biomass,EJ/yr,,46.1461,49.3812,,57.9782,,67.9508,,78.0072,,89.9634,,103.3375,,118.8608,,134.5324,,149.7461,,168.1904
AIM/CGE 2.0,SSP3-Baseline,World,Carbon Sequestration|Land Use|Afforestation,Mt CO2/yr,,-1748.9335,-1728.1222,,-1735.1738,,-2082.5429,,-2491.4357,,-2889.4343,,-2820.8813,,-2686.1442,,-2531.64,,-2384.3139,,-2247.0498
AIM/CGE 2.0,SSP4-26,World,Emissions|CO2,Mt CO2/yr,,34373.9345,38198.2155,,44818.0637,,34967.5373,,22419.0714,,15216.1727,,9004.5016,,3298.7214,,672.1782,,-1551.7865,,-2785.298
AIM/CGE 2.0,SSP4-26,World,Emissions|CO2|AFOLU,Mt CO2/yr,,4777.8507,5928.9935,,6016.1861,,3361.0006,,1195.7057,,491.0401,,210.3288,,-978.8988,,-1105.9099,,-1697.892,,-1846.2411
AIM/CGE 2.0,SSP4-26,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29596.0838,32269.222,,38801.8776,,31606.5367,,21223.3657,,14725.1326,,8794.1728,,4277.6202,,1778.0882,,146.1055,,-939.0569
AIM/CGE 2.0,SSP4-26,World,Primary Energy|Biomass,EJ/yr,,46.1461,49.2455,,56.761,,66.6182,,92.5355,,119.169,,143.9014,,160.3341,,173.9307,,184.518,,192.4481
AIM/CGE 2.0,SSP4-26,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0,,0.0211,,6.1593,,21.7565,,43.3877,,66.1827,,73.9299,,79.4706,,82.6304
AIM/CGE 2.0,SSP4-26,World,Carbon Sequestration|Land Use|Afforestation,Mt CO2/yr,,-1748.9335,-1697.3677,,-1698.2108,,-2108.2646,,-2781.5997,,-3712.6863,,-3711.6153,,-3572.6297,,-3814.9738,,-3947.1036,,-3984.5776
AIM/CGE 2.0,SSP4-34,World,Emissions|CO2,Mt CO2/yr,,34373.9345,38198.2155,,44818.0637,,41435.6293,,35733.4726,,29218.9688,,22772.1613,,16667.227,,12521.8907,,9033.0042,,6327.3842
AIM/CGE 2.0,SSP4-34,World,Emissions|CO2|AFOLU,Mt CO2/yr,,4777.8507,5928.9935,,6016.1861,,3939.3289,,2591.4774,,1201.5558,,1298.7237,,615.9406,,349.7088,,-95.6889,,-353.6556
AIM/CGE 2.0,SSP4-34,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29596.0838,32269.222,,38801.8776,,37496.3004,,33141.9952,,28017.413,,21473.4377,,16051.2864,,12172.1818,,9128.6931,,6681.0398
AIM/CGE 2.0,SSP4-34,World,Primary Energy|Biomass,EJ/yr,,46.1461,49.2455,,56.761,,65.7526,,83.894,,111.03,,140.3335,,163.5268,,177.2006,,190.8519,,200.7767
AIM/CGE 2.0,SSP4-34,World,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,,0,0,,0,,0,,0,,0,,1.6201,,12.6667,,20.3631,,31.8016,,41.5838
AIM/CGE 2.0,SSP4-34,World,Carbon Sequestration|Land Use|Afforestation,Mt CO2/yr,,-1748.9335,-1697.3677,,-1698.2108,,-2099.9056,,-2647.8843,,-3279.4192,,-3338.321,,-3254.5314,,-3229.5265,,-3253.0779,,-3284.5663
